,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,work_phone,phone,email,occyp_type,family_size,begin_month,credit,Age,worked_year
7812,1,1,1,1,225000.0,3,0,0,0,0,0,0,4,3,-19,2,47,1
7813,0,1,1,1,112500.0,3,0,2,0,0,0,0,1,3,-3,1,32,2
7814,0,0,1,1,382500.0,1,1,1,1,0,0,0,3,2,-50,2,33,2
7815,0,0,1,3,180000.0,1,1,0,0,0,0,0,1,5,-7,2,44,20
7816,0,1,0,2,144000.0,4,0,0,0,0,0,0,8,4,-10,2,41,5
7817,0,0,1,1,270000.0,1,0,0,0,0,0,0,7,3,-5,1,39,7
7818,0,0,1,0,202500.0,2,0,0,0,0,0,0,18,2,-13,2,62,999
7819,0,0,1,0,157500.0,2,0,0,0,0,0,0,18,2,-14,0,62,999
7820,0,0,1,1,121500.0,4,1,0,0,0,0,0,1,3,-51,2,30,2
7821,1,1,1,1,270000.0,4,0,0,0,0,1,0,4,3,-14,2,35,3
7822,0,0,1,2,202500.0,3,1,0,0,0,0,0,3,4,-2,1,41,3
7823,0,0,1,1,90000.0,4,0,1,0,0,0,0,0,2,-28,1,33,7
7824,0,0,1,0,157500.0,4,1,1,0,0,0,0,5,1,-19,0,31,1
7825,0,0,1,1,360000.0,4,0,0,0,0,0,1,2,3,-43,2,32,1
7826,1,0,0,0,279000.0,3,0,0,0,1,0,0,4,2,-14,2,55,6
7827,0,0,0,0,144000.0,4,0,0,0,0,1,0,0,2,-45,2,55,13
7828,1,0,0,0,360000.0,3,1,0,0,0,0,0,3,2,-33,0,42,9
7829,0,1,0,0,292500.0,4,0,2,0,0,0,0,2,2,-43,2,41,2
7830,1,1,1,0,157500.0,4,0,0,0,1,1,0,4,2,-39,2,31,7
7831,1,0,1,0,315000.0,3,1,1,0,0,0,1,0,1,-53,2,29,1
7832,0,1,0,0,270000.0,4,1,0,0,0,1,0,2,2,-24,2,29,2
7833,0,1,0,0,157500.0,1,0,0,0,0,1,0,0,2,-13,2,47,8
7834,1,1,1,0,157500.0,4,0,0,0,0,0,0,0,2,-4,2,53,1
7835,1,1,1,0,180000.0,1,1,0,0,0,0,0,5,2,-47,1,28,2
7836,0,1,0,0,315000.0,4,1,0,5,1,0,0,7,2,-50,2,36,6
7837,1,1,1,0,112500.0,4,0,0,0,0,0,1,2,2,-40,0,28,5
7838,0,0,0,0,112500.0,4,0,1,0,0,0,0,1,1,-20,1,31,1
7839,0,0,1,0,157500.0,4,0,3,0,0,0,0,0,1,-20,2,39,11
7840,1,1,1,0,216000.0,3,1,0,0,0,1,0,0,2,-34,2,52,5
7841,0,1,1,0,157500.0,3,0,0,0,0,0,0,2,2,-42,0,39,5
7842,0,0,1,0,135000.0,3,0,2,0,1,0,0,8,2,-47,2,33,2
7843,1,1,0,0,180000.0,4,0,1,1,0,0,0,4,1,-6,1,23,1
7844,0,1,1,0,90000.0,2,0,4,0,0,0,0,18,1,-2,1,60,999
7845,0,0,1,0,180000.0,2,0,4,0,0,0,0,18,1,-17,2,63,999
7846,1,1,0,0,225000.0,4,0,0,0,1,0,0,0,2,-27,2,32,5
7847,0,0,1,0,297000.0,3,0,1,3,0,0,0,0,1,-21,1,42,9
7848,1,1,1,2,405000.0,3,0,0,0,0,0,0,3,4,-33,2,30,10
7849,0,0,0,0,162000.0,3,0,0,0,1,0,0,1,2,-43,1,37,11
7850,0,0,1,0,202500.0,3,0,4,2,0,1,0,10,1,-9,2,64,18
7851,0,0,0,1,202500.0,4,0,3,0,0,0,0,0,2,-40,2,38,0
7852,1,1,0,2,225000.0,4,0,0,0,1,0,0,3,4,-55,2,39,7
7853,0,0,1,0,225000.0,4,1,4,0,1,0,0,2,1,-48,2,56,15
7854,0,0,1,0,90000.0,1,0,3,0,0,0,0,1,1,-51,2,39,1
7855,0,1,1,1,247500.0,3,0,3,0,0,0,0,6,2,-32,0,37,4
7856,0,1,0,1,112500.0,3,0,0,4,0,0,0,6,3,-34,2,40,8
7857,0,0,1,3,135000.0,4,0,0,0,0,0,0,2,5,-14,2,41,5
7858,1,0,0,0,270000.0,2,0,0,0,0,0,0,18,2,-14,2,40,999
7859,0,0,1,1,135000.0,4,0,0,0,1,1,0,0,3,-32,0,28,9
7860,0,0,0,1,225000.0,2,0,0,2,0,0,0,18,3,-17,2,50,999
7861,0,0,1,0,162000.0,3,3,0,0,0,0,0,0,2,-46,2,28,8
7862,0,0,1,1,121500.0,4,0,0,0,0,1,0,2,3,-10,1,45,3
7863,0,0,1,0,162000.0,4,1,0,0,0,1,0,1,2,-15,2,40,16
7864,0,0,1,0,112500.0,2,0,0,0,0,0,0,18,2,-4,1,65,999
7865,1,1,0,0,202500.0,4,0,0,0,0,1,1,1,2,-12,0,24,3
7866,0,1,1,0,292500.0,4,1,1,0,0,0,0,3,1,-20,0,34,2
7867,1,1,0,0,90000.0,3,0,0,0,1,1,0,0,2,-41,1,31,6
7868,0,1,1,0,288000.0,4,1,0,0,0,1,1,3,2,-38,2,40,9
7869,0,0,1,1,67500.0,1,0,0,0,1,0,0,2,3,-7,1,38,10
7870,0,0,1,2,90000.0,4,0,0,0,0,0,0,7,4,-21,2,32,2
7871,1,1,1,0,108000.0,2,0,0,0,0,0,0,18,2,-36,1,67,999
7872,1,1,0,0,225000.0,4,0,0,0,0,0,0,4,2,-35,2,27,7
7873,0,0,1,0,67500.0,2,0,0,0,0,0,0,18,2,-16,2,59,999
7874,0,0,1,0,157500.0,4,1,1,0,0,0,0,0,1,-43,1,61,29
7875,0,0,1,1,180000.0,4,0,0,0,0,1,0,9,3,-2,0,46,2
7876,0,0,1,1,157500.0,1,0,1,0,0,0,0,13,2,-7,1,35,4
7877,0,1,1,0,180000.0,1,0,0,0,0,1,0,7,2,-3,1,44,14
7878,0,1,1,0,202500.0,4,1,4,0,0,0,0,3,1,-17,2,33,4
7879,0,0,0,0,61875.0,2,0,0,0,0,0,0,18,2,-8,2,59,999
7880,1,1,1,1,225000.0,1,1,0,0,0,1,0,1,3,-35,2,35,6
7881,0,1,1,0,112500.0,2,0,0,0,0,0,0,18,2,-12,2,57,999
7882,1,0,0,0,225000.0,4,0,0,0,1,0,0,0,2,-12,2,58,33
7883,1,1,1,1,189000.0,4,2,0,0,0,1,0,4,3,-30,1,42,7
7884,0,1,1,0,45000.0,2,1,0,0,0,1,0,18,2,-1,1,61,999
7885,1,1,1,0,225000.0,4,0,0,0,0,0,0,4,2,-30,0,49,9
7886,0,0,0,0,157500.0,3,1,0,1,0,1,0,6,2,-31,2,28,4
7887,0,1,0,0,157500.0,1,0,0,0,0,1,0,0,2,-45,2,47,8
7888,1,1,0,2,315000.0,3,0,0,0,0,1,0,0,4,-59,2,42,8
7889,1,1,1,0,157500.0,4,0,1,0,1,1,0,0,1,-20,2,23,4
7890,0,1,1,1,202500.0,3,0,0,0,0,0,0,0,3,-8,0,42,7
7891,0,0,0,1,81000.0,4,0,0,1,1,1,0,1,3,-42,1,35,9
7892,1,0,0,1,247500.0,4,0,3,2,0,1,0,5,2,-35,2,44,15
7893,1,1,0,1,90000.0,4,0,0,1,0,0,0,0,3,-2,1,25,3
7894,0,0,0,1,90000.0,4,0,0,1,0,0,0,0,3,-5,1,28,3
7895,0,0,1,2,67500.0,4,0,0,0,0,0,0,10,4,-35,2,43,2
7896,1,0,1,0,202500.0,3,0,1,3,0,0,0,0,1,-6,2,51,4
7897,1,1,1,0,315000.0,3,0,0,0,0,1,0,3,2,-48,2,59,4
7898,0,0,1,0,157500.0,2,0,1,1,0,0,0,18,1,-14,2,22,999
7899,0,0,1,1,112500.0,4,0,0,0,0,0,0,8,3,-60,2,39,12
7900,0,0,1,0,81000.0,4,0,0,0,1,1,0,0,2,-9,1,54,15
7901,1,1,1,0,360000.0,4,0,1,2,1,1,0,3,1,-48,1,36,3
7902,1,1,0,0,135000.0,4,0,0,0,1,0,0,2,2,-11,2,29,4
7903,1,0,1,0,157500.0,2,0,2,0,0,1,0,18,2,-7,2,61,999
7904,0,1,1,0,157500.0,4,0,0,0,0,0,1,2,2,-40,2,29,6
7905,1,1,0,3,225000.0,4,1,0,0,1,0,1,5,5,-55,0,38,1
7906,0,0,1,1,270000.0,4,0,0,0,1,1,0,15,3,-10,2,45,7
7907,0,0,1,1,157500.0,3,1,2,0,0,0,0,3,3,-6,1,42,6
7908,0,1,1,1,135000.0,3,1,2,0,0,1,0,6,3,-14,2,30,0
7909,0,0,1,0,112500.0,4,1,0,0,0,0,0,6,2,-1,1,33,11
7910,0,0,1,0,274500.0,4,1,2,0,1,0,0,6,2,-42,0,54,1
7911,1,0,1,0,157500.0,4,0,0,0,0,0,0,0,2,-11,0,48,3
7912,1,0,1,0,135000.0,4,0,1,0,1,0,0,0,1,-2,1,48,6
7913,0,1,0,0,126000.0,1,2,1,0,1,0,0,1,1,-41,2,33,14
7914,0,1,1,0,202500.0,4,0,0,0,1,1,0,1,2,-18,2,29,2
7915,1,0,1,0,270000.0,3,0,0,0,0,0,0,4,2,-31,2,35,6
7916,0,1,0,1,166500.0,3,0,2,0,0,0,0,2,3,-5,2,38,11
7917,0,0,0,0,90000.0,4,0,1,0,0,0,0,1,1,-12,2,33,4
7918,0,0,0,0,135000.0,3,1,0,1,0,0,1,1,2,-23,2,42,1
7919,0,0,0,0,134419.5,3,1,1,0,1,0,0,1,1,-27,2,28,1
7920,0,1,0,0,202500.0,3,2,3,0,0,1,1,6,1,-12,1,39,4
7921,0,1,0,0,202500.0,3,0,0,0,0,0,0,2,2,-15,2,39,2
7922,1,0,1,2,180000.0,4,0,0,0,1,1,0,0,4,-25,2,38,16
7923,1,1,0,0,270000.0,3,0,0,0,1,0,1,4,2,-39,2,32,3
7924,0,0,1,0,166500.0,4,1,2,1,1,0,0,1,2,-56,0,31,1
7925,1,0,0,1,238500.0,3,0,1,5,0,0,0,9,2,-10,2,24,0
7926,1,1,0,0,225000.0,4,1,2,3,1,0,0,3,2,-42,0,40,3
7927,0,1,0,0,225000.0,3,0,0,0,0,0,0,1,2,-21,2,28,8
7928,0,0,1,0,247500.0,3,0,0,0,0,0,0,7,2,-49,2,63,12
7929,1,0,0,1,216000.0,3,1,3,0,0,0,0,0,2,-46,2,29,3
7930,0,0,0,1,157500.0,4,1,0,0,0,1,0,2,3,-26,0,43,1
7931,0,0,1,0,112500.0,2,0,0,0,0,0,0,18,2,-7,2,64,999
7932,1,1,1,0,108000.0,4,0,3,1,1,0,0,1,1,-12,2,46,3
7933,0,0,0,0,202500.0,4,0,0,0,0,0,0,2,2,-12,2,55,10
7934,0,0,1,0,103500.0,1,0,4,0,0,1,0,1,1,-9,2,49,23
7935,0,1,1,0,85500.0,4,1,0,0,0,1,0,1,2,-36,2,50,27
7936,1,0,1,0,112500.0,2,0,4,0,0,0,0,18,1,-19,2,63,999
7937,1,1,1,0,180000.0,1,1,0,0,0,0,0,5,2,-43,2,28,2
7938,0,0,0,1,202500.0,1,1,3,0,0,0,0,1,2,-30,2,36,11
7939,0,0,1,1,234000.0,4,0,1,0,0,0,0,1,2,-13,1,57,22
7940,0,0,1,0,202500.0,2,0,4,0,0,0,0,18,1,-34,2,58,999
7941,1,1,1,2,157500.0,4,0,0,0,1,1,0,0,4,-2,0,39,12
7942,1,0,1,0,76500.0,2,0,0,0,0,1,0,18,2,-9,2,60,999
7943,0,0,1,1,148500.0,4,0,0,0,0,0,0,5,3,-55,2,41,2
7944,0,0,1,1,157500.0,4,0,3,0,0,0,0,3,2,-31,2,52,8
7945,0,0,1,0,157500.0,4,0,2,0,0,0,0,2,2,-10,2,49,2
7946,0,1,1,0,252000.0,4,0,0,0,0,0,0,7,2,-22,1,48,3
7947,0,0,1,0,94500.0,2,0,0,0,0,0,0,18,2,-37,2,61,999
7948,0,0,1,1,202500.0,3,0,0,0,0,0,0,2,3,-35,2,39,2
7949,0,1,0,1,225000.0,3,1,2,1,0,1,1,6,3,-54,2,27,2
7950,1,0,0,1,202500.0,3,1,0,0,1,0,0,1,3,-32,0,36,3
7951,0,1,1,0,252000.0,4,0,0,0,0,0,0,7,2,-42,1,48,3
7952,0,1,1,1,207000.0,3,0,0,0,0,1,0,2,3,-51,1,47,2
7953,0,1,0,0,121500.0,4,0,0,0,1,0,0,7,2,-4,1,35,4
7954,1,0,0,2,90000.0,4,0,0,1,1,0,0,12,4,-19,2,30,5
7955,0,0,1,0,81000.0,4,0,2,0,0,0,0,0,2,-27,0,50,0
7956,1,1,1,1,292500.0,4,0,0,1,0,0,0,0,3,-18,2,33,4
7957,0,0,0,0,90000.0,4,0,2,0,1,0,0,13,2,-28,2,32,9
7958,0,0,0,0,135000.0,2,0,0,0,0,0,0,18,2,-1,1,56,999
7959,1,0,1,1,112500.0,4,0,0,0,0,0,0,4,3,-13,2,42,4
7960,0,0,0,0,135000.0,1,1,0,0,1,0,0,6,2,-17,2,50,12
7961,0,1,1,2,67500.0,4,1,0,0,0,0,0,1,4,-4,2,33,4
7962,0,0,1,2,90000.0,4,1,0,0,0,1,0,1,4,-19,2,40,11
7963,0,0,1,1,180000.0,3,1,0,0,0,0,0,3,3,-18,2,54,8
7964,0,0,1,0,67500.0,2,0,0,0,0,1,0,18,2,-21,1,57,999
7965,0,0,1,0,180000.0,4,0,3,0,0,0,1,0,1,-30,1,35,1
7966,1,1,1,1,270000.0,2,0,0,0,0,0,0,18,3,-34,2,52,999
7967,0,0,1,0,167400.0,2,0,0,0,0,0,0,18,2,-58,1,52,999
7968,1,1,1,1,324000.0,4,1,0,0,1,1,0,5,3,-36,2,31,9
7969,0,0,1,0,112500.0,2,0,0,0,0,0,0,18,2,-6,1,62,999
7970,0,1,1,0,360000.0,2,0,0,2,0,0,0,18,2,-50,2,64,999
7971,0,0,1,1,108000.0,4,0,0,0,0,1,0,2,3,-1,0,36,4
7972,0,0,1,1,225000.0,3,1,0,0,1,1,0,13,3,-19,1,31,5
7973,0,0,1,2,337500.0,1,1,0,0,1,0,1,3,4,-6,0,43,11
7974,0,0,1,0,135000.0,2,0,0,0,0,0,0,18,2,-45,2,58,999
7975,1,0,1,2,270000.0,4,0,0,0,1,0,0,0,4,-48,2,38,1
7976,1,1,0,1,135000.0,4,1,0,0,0,0,0,0,3,-5,1,35,3
7977,0,0,0,0,90000.0,4,0,0,0,0,0,0,7,2,-15,2,47,2
7978,0,0,1,3,67500.0,3,0,0,0,1,1,0,2,5,-52,1,46,1
7979,0,1,1,0,112500.0,4,0,0,0,0,0,0,2,2,-59,1,47,5
7980,0,0,1,0,81000.0,2,0,3,0,0,1,0,18,1,-36,2,61,999
7981,0,0,0,0,157500.0,1,0,1,1,0,0,0,7,1,-44,2,26,5
7982,0,1,0,0,135000.0,1,0,0,0,0,1,0,3,2,-27,2,42,8
7983,1,0,1,0,270000.0,4,1,0,0,0,1,0,3,2,-23,2,37,11
7984,0,0,1,0,81000.0,4,0,0,0,1,1,0,7,2,-9,2,46,28
7985,1,1,0,0,157500.0,4,0,0,0,0,0,0,0,2,-12,0,64,41
7986,1,1,0,2,135000.0,4,0,0,1,0,0,0,4,4,-55,2,45,2
7987,0,0,0,0,135000.0,4,1,0,0,1,0,0,0,2,-49,2,36,7
7988,0,0,0,0,180000.0,4,2,4,0,1,1,0,1,1,-13,2,54,5
7989,0,0,1,2,202500.0,1,0,0,5,0,0,0,5,4,-12,2,38,5
7990,0,0,1,0,252000.0,2,0,0,0,0,0,0,18,2,-15,2,58,999
7991,0,0,0,0,135000.0,3,0,3,2,0,0,0,0,1,-58,2,52,2
7992,0,0,1,0,193500.0,1,1,0,0,0,0,0,1,2,-21,0,30,3
7993,0,0,1,1,225000.0,4,0,1,0,0,0,0,1,2,-39,2,40,1
7994,0,0,1,1,225000.0,3,0,0,0,0,0,0,15,3,-54,2,38,10
7995,1,1,1,0,139500.0,4,0,3,0,0,0,0,5,1,-3,1,38,0
7996,0,0,0,0,67500.0,4,0,0,0,0,1,0,0,2,-23,1,51,9
7997,0,0,1,0,216000.0,4,0,0,0,1,1,1,5,2,-52,0,49,18
7998,0,0,0,0,450000.0,4,0,0,0,0,0,0,0,2,-3,1,52,2
7999,0,1,1,1,315000.0,1,1,0,0,0,0,0,1,3,-21,0,38,6
8000,1,0,1,0,180000.0,3,0,3,0,0,0,0,0,1,-8,2,34,3
8001,0,0,1,0,202500.0,4,0,4,0,0,0,0,1,1,-53,2,49,27
8002,1,1,0,1,135000.0,4,0,0,0,0,1,0,0,3,-26,2,52,5
8003,0,0,1,0,49500.0,2,0,4,0,0,1,0,18,1,0,0,66,999
8004,1,1,0,0,119250.0,4,0,2,0,0,0,1,4,2,-32,0,48,2
8005,0,0,1,1,135000.0,3,1,0,0,0,0,0,5,3,-14,2,31,1
8006,1,1,1,1,112500.0,4,0,0,0,0,0,0,0,3,-50,2,31,1
8007,1,1,0,0,225000.0,1,1,0,5,0,1,0,3,2,-12,2,40,9
8008,0,0,0,0,292500.0,3,0,3,0,0,0,0,11,1,-15,2,43,24
8009,0,0,1,0,67500.0,2,0,1,0,0,0,0,18,1,-43,2,61,999
8010,0,0,0,2,225000.0,4,0,0,1,0,0,0,2,4,-23,2,33,6
8011,1,1,1,0,382500.0,4,1,3,0,1,1,0,3,1,-20,1,41,2
8012,1,1,0,0,252000.0,4,1,0,0,1,1,0,0,2,-55,2,42,15
8013,0,1,1,1,560250.0,4,0,1,0,0,0,0,2,2,-2,1,36,6
8014,0,0,1,1,135000.0,3,2,0,0,1,1,1,1,3,-39,2,27,6
8015,0,1,0,3,675000.0,4,0,0,0,0,0,0,3,5,-23,2,38,5
8016,0,0,1,0,189000.0,4,0,0,0,0,0,1,2,2,-24,2,39,3
8017,0,0,1,0,315000.0,3,0,0,0,0,0,0,1,2,-49,0,44,16
8018,1,0,1,0,337500.0,4,0,0,0,0,0,0,4,2,-29,2,56,6
8019,1,1,1,0,157500.0,4,0,2,0,0,0,0,4,2,-32,2,26,3
8020,0,1,1,1,630000.0,4,0,0,0,0,0,0,2,3,-11,0,49,1
8021,0,1,1,0,247500.0,4,2,3,0,1,0,0,6,1,-22,0,54,4
8022,1,1,0,0,292500.0,4,0,0,0,0,1,0,4,2,-60,0,51,1
8023,0,0,1,0,162000.0,4,1,0,0,0,0,0,7,2,-42,2,48,13
8024,1,0,1,0,180000.0,4,0,0,0,0,0,0,0,2,-13,1,57,4
8025,0,0,1,0,204750.0,4,0,4,0,1,0,0,10,1,-30,2,58,4
8026,1,0,0,0,202500.0,4,0,0,2,0,0,0,0,2,-50,2,48,1
8027,0,0,1,0,225000.0,2,0,1,0,0,0,0,18,1,-34,0,63,999
8028,0,0,0,0,67500.0,4,0,0,1,1,1,0,7,2,-45,2,43,24
8029,0,1,1,1,135000.0,3,0,0,0,0,0,0,2,3,-52,1,31,2
8030,1,1,1,0,184500.0,1,1,0,0,0,0,0,3,2,0,1,38,0
8031,1,1,1,0,225000.0,4,0,0,0,1,1,0,4,2,-13,2,58,15
8032,0,0,1,0,135000.0,2,3,0,0,0,0,0,18,2,-4,2,62,999
8033,1,0,1,0,360000.0,3,1,1,0,0,1,0,0,1,-5,2,37,6
8034,0,0,0,0,117000.0,4,1,0,0,1,1,0,2,2,-45,2,53,6
8035,1,1,1,0,315000.0,3,0,0,0,1,1,0,4,2,-37,2,42,3
8036,0,1,1,0,135000.0,4,0,4,0,0,0,0,2,1,-35,1,46,4
8037,0,0,1,2,135000.0,4,0,0,0,0,1,0,0,4,-4,0,34,11
8038,0,0,1,0,112500.0,3,1,0,0,0,0,1,6,2,-5,2,23,0
8039,0,0,1,0,90000.0,2,0,0,0,0,0,0,18,2,-3,0,57,999
8040,0,0,1,0,202500.0,4,0,0,0,0,0,0,5,2,-14,1,41,2
8041,0,0,1,0,99000.0,2,0,0,0,0,0,0,18,2,-29,2,61,999
8042,0,0,1,2,135000.0,4,2,0,0,0,0,1,2,4,-59,2,29,6
8043,1,1,1,0,247500.0,4,1,0,0,0,0,0,3,2,-46,2,35,7
8044,0,0,0,0,135000.0,1,0,1,0,0,0,0,1,1,-21,0,42,4
8045,1,0,1,3,202500.0,4,0,0,0,1,1,0,0,5,-34,2,37,10
8046,1,1,0,0,184500.0,4,0,0,2,0,0,0,0,2,-17,0,49,3
8047,1,0,1,0,54000.0,2,0,0,0,0,0,0,18,2,-17,2,64,999
8048,1,0,0,0,265500.0,1,1,1,1,0,0,0,1,1,-5,2,28,1
8049,0,0,1,0,90000.0,2,1,0,0,0,1,0,18,2,-7,1,61,999
8050,0,0,1,0,202500.0,4,0,0,0,0,0,0,5,2,-21,2,53,17
8051,1,0,1,1,135000.0,4,0,0,0,0,0,0,4,3,-33,1,26,4
8052,0,1,1,0,315000.0,4,0,0,0,0,0,0,1,2,-36,2,46,2
8053,1,1,1,0,180000.0,4,0,0,0,0,0,0,4,2,-20,2,59,7
8054,1,0,1,2,135000.0,2,1,0,0,0,0,0,18,4,-11,0,45,999
8055,0,0,1,0,135000.0,3,1,1,0,0,0,0,2,1,-52,2,31,3
8056,1,1,0,2,157500.0,3,1,3,4,0,1,0,3,3,-57,0,37,4
8057,0,0,1,0,135000.0,2,0,2,0,0,0,0,18,2,-34,2,57,999
8058,0,0,1,0,112500.0,2,0,0,0,0,1,0,18,2,-18,0,58,999
8059,1,0,0,1,225000.0,3,1,0,0,0,0,0,3,3,-59,0,49,5
8060,0,1,0,0,180000.0,2,1,3,0,0,0,0,18,1,-26,2,65,999
8061,1,1,0,0,450000.0,4,0,0,0,0,0,0,2,2,-10,2,44,13
8062,0,0,0,0,112500.0,4,0,2,2,1,0,0,1,2,-12,1,39,4
8063,0,1,1,1,67500.0,3,0,0,0,0,0,1,6,3,-8,2,33,10
8064,0,0,0,0,90000.0,4,1,3,0,0,0,0,1,1,-54,1,60,4
8065,1,1,1,2,202500.0,4,1,0,0,0,1,0,0,4,-48,1,30,3
8066,0,0,1,0,90000.0,2,0,0,0,0,0,0,18,2,-41,1,60,999
8067,0,0,1,0,54000.0,2,0,4,0,0,1,0,18,1,-30,0,66,999
8068,1,1,0,1,351000.0,3,0,0,0,0,0,0,11,3,-7,2,44,23
8069,1,0,1,0,90000.0,2,0,0,0,0,0,0,18,2,-7,2,66,999
8070,0,0,0,3,171000.0,4,0,0,0,1,1,0,5,5,-51,2,37,10
8071,0,1,1,0,189000.0,3,1,0,0,0,0,0,3,2,-16,2,42,11
8072,0,1,0,0,315000.0,3,0,2,0,1,0,0,5,2,-3,1,38,5
8073,0,1,0,0,157500.0,2,0,1,0,0,0,0,18,1,-22,2,57,999
8074,1,0,1,0,148500.0,4,0,0,0,0,0,0,0,2,-45,2,33,9
8075,1,1,1,1,180000.0,3,1,0,0,0,0,0,3,3,0,1,27,5
8076,0,0,1,0,101250.0,4,0,1,0,0,1,0,2,1,-7,1,28,5
8077,0,0,0,0,157500.0,4,1,0,0,0,0,0,1,2,-18,1,50,25
8078,0,0,1,0,112500.0,3,1,0,0,1,1,0,2,2,-36,1,48,3
8079,0,1,0,0,157500.0,4,2,1,0,1,0,0,3,1,-4,1,31,8
8080,1,0,0,3,90000.0,1,0,0,0,0,0,1,1,5,-42,2,39,2
8081,0,0,1,0,135000.0,4,0,0,0,0,0,0,0,2,-8,2,57,6
8082,0,0,1,0,135000.0,4,0,0,0,1,1,0,3,2,-2,1,56,8
8083,0,0,1,1,157500.0,1,0,1,0,0,0,0,13,2,-37,1,35,4
8084,0,0,1,0,292500.0,3,1,2,0,0,0,0,0,2,-28,2,40,4
8085,1,1,1,0,315000.0,4,0,1,0,0,0,0,4,1,-50,2,38,15
8086,0,1,0,0,135000.0,4,2,2,0,1,0,0,2,2,-41,2,28,1
8087,0,0,1,0,135000.0,2,1,0,0,0,0,0,18,2,-10,2,62,999
8088,0,0,1,0,202500.0,3,1,0,0,0,0,0,1,2,-15,2,26,1
8089,0,0,1,0,157500.0,4,1,0,0,0,0,0,6,2,-53,2,46,17
8090,0,0,1,0,121500.0,4,0,4,0,1,1,0,0,1,-33,1,48,7
8091,0,0,1,2,157500.0,3,1,0,0,0,0,0,5,4,-19,1,33,3
8092,1,0,0,0,135000.0,4,1,1,1,1,1,0,5,1,-16,2,28,1
8093,1,1,0,0,225000.0,4,0,1,0,0,0,0,1,1,-19,2,25,1
8094,0,0,1,2,135000.0,4,0,3,0,0,0,0,1,3,-15,2,41,7
8095,0,0,1,0,180000.0,1,1,1,0,0,0,0,1,1,-32,2,34,9
8096,0,1,1,0,135000.0,3,1,0,0,0,0,0,11,2,-43,0,39,3
8097,0,0,1,0,247500.0,4,0,3,0,1,1,0,0,1,-16,2,53,9
8098,0,0,1,0,180000.0,3,1,1,0,0,0,0,3,1,-44,0,31,5
8099,0,0,1,0,135000.0,4,0,0,0,0,0,0,0,2,-56,2,43,8
8100,0,0,1,0,153000.0,2,1,0,0,0,1,0,18,2,-30,0,60,999
8101,0,0,1,0,157500.0,2,0,0,0,0,0,0,18,2,-3,1,56,999
8102,0,0,0,1,90000.0,2,0,0,0,0,0,0,18,3,-55,2,50,999
8103,0,0,1,0,135000.0,4,0,4,0,0,0,0,7,1,-24,1,57,5
8104,1,1,1,0,225000.0,4,0,0,0,0,0,0,9,2,-3,1,41,5
8105,0,0,1,0,81000.0,3,0,1,0,0,0,0,7,1,-28,2,27,7
8106,0,0,1,0,167400.0,2,0,0,0,0,0,0,18,2,-47,1,52,999
8107,0,0,1,0,162000.0,4,1,0,0,0,1,0,3,2,-8,1,53,4
8108,0,0,1,0,103500.0,3,0,0,0,1,1,0,0,2,-46,2,50,2
8109,0,0,1,0,123750.0,4,0,0,0,0,0,0,10,2,-43,2,46,2
8110,0,0,0,0,189000.0,3,0,2,0,0,0,0,3,2,-21,2,45,1
8111,1,1,1,0,315000.0,3,0,0,0,0,0,0,4,2,-27,0,60,3
8112,1,0,0,0,135000.0,2,1,0,0,0,0,0,18,2,-48,0,65,999
8113,1,1,1,0,202500.0,3,0,0,0,0,1,0,9,2,-37,2,64,3
8114,1,1,1,0,135000.0,4,0,0,0,0,0,0,0,2,-17,2,49,1
8115,0,1,1,1,157500.0,4,1,0,1,0,0,1,5,3,-17,2,30,1
8116,0,0,1,1,270000.0,4,0,0,0,0,0,0,0,3,-30,1,41,1
8117,0,1,0,0,45000.0,4,0,0,0,1,1,0,7,2,-11,2,48,23
8118,0,0,1,0,292500.0,4,1,1,0,0,1,1,3,1,-1,1,48,5
8119,0,0,1,0,135000.0,2,0,1,0,0,0,0,18,1,-27,2,64,999
8120,0,1,1,2,112500.0,4,0,0,0,1,0,0,0,4,-22,2,34,8
8121,1,1,1,2,337500.0,1,0,0,4,0,0,0,0,4,-30,2,36,11
8122,1,1,0,0,229500.0,4,2,0,5,0,0,0,0,2,-49,2,50,3
8123,0,0,1,0,135000.0,3,0,4,5,0,0,0,2,1,-35,2,55,5
8124,0,0,0,0,225000.0,3,0,2,0,1,0,0,2,2,-24,2,53,9
8125,1,0,1,0,180000.0,3,0,1,0,0,0,0,2,1,-12,2,49,3
8126,0,1,0,0,225000.0,3,0,2,0,0,0,0,0,2,-32,0,32,3
8127,0,0,0,1,180000.0,4,0,1,3,0,0,1,0,2,0,1,36,6
8128,0,1,1,0,180000.0,3,1,0,0,0,0,0,3,2,-24,2,28,5
8129,0,0,0,0,139500.0,2,0,0,0,0,0,0,18,2,-3,1,57,999
8130,0,0,1,0,103500.0,4,0,0,0,0,0,1,17,2,-29,0,28,2
8131,0,1,0,0,180000.0,4,1,0,2,0,0,0,2,2,-45,2,49,5
8132,0,1,1,0,121500.0,1,0,0,0,1,0,0,1,2,-35,2,55,9
8133,1,1,1,0,94500.0,4,0,1,0,0,0,0,4,1,-15,2,39,3
8134,0,1,1,2,225000.0,3,1,0,0,0,0,0,11,4,-6,2,39,10
8135,0,1,1,1,157500.0,4,3,0,0,0,0,0,2,3,-34,1,39,4
